ImagePath,PredPSPI,PredAU4,PredAU6,PredAU7,PredAU10,PredAU12,PredAU20,PredAU25,PredAU26,PredAU43,ActualPSPI,ActualAU4,ActualAU6,ActualAU7,ActualAU9,ActualAU10,ActualAU12,ActualAU20,ActualAU25,ActualAU26,ActualAU43
10a_10.0.png,0.22193537652492523,-0.0548858605325222,0.15849050879478455,-0.09733408689498901,0.06341636925935745,0.003499463200569153,-0.06442822515964508,0.03599945828318596,0.40867879986763,-0.006922394968569279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10a_10.10.png,0.733025312423706,-0.03898173198103905,0.5071043372154236,-0.25348562002182007,0.16377109289169312,0.24954217672348022,0.049971770495176315,0.20427316427230835,0.4874691665172577,0.06976158916950226,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10a_10.2.png,0.24089401960372925,-0.06165808439254761,0.1844918578863144,-0.11783228814601898,0.06856340169906616,-0.0009122025221586227,-0.0685141384601593,0.026150085031986237,0.42667049169540405,-0.0017157569527626038,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10a_10.4.png,0.27820122241973877,-0.06413652002811432,0.2163570523262024,-0.13578957319259644,0.08490908890962601,0.00238797627389431,-0.05454529821872711,0.038785941898822784,0.4138451814651489,0.0077559566125273705,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10a_10.6.png,0.40035152435302734,-0.05867490917444229,0.2994920611381531,-0.18337561190128326,0.11795087903738022,0.06045827642083168,-0.019514746963977814,0.09336404502391815,0.41513651609420776,0.02883356809616089,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10a_10.8.png,0.5724466443061829,-0.048941612243652344,0.3984220325946808,-0.2203468382358551,0.14783890545368195,0.1444656252861023,0.022505108267068863,0.15803000330924988,0.4613059461116791,0.04873799532651901,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10aw_10.0.png,-0.20209351181983948,-0.061986181885004044,-0.0313875637948513,-0.1261514276266098,-0.01274945680052042,-0.03561560809612274,-0.05775430053472519,-0.08112260699272156,0.2536991834640503,-0.022167783230543137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10aw_10.10.png,-0.0664195716381073,-0.05030808597803116,0.1015983447432518,-0.27141425013542175,-0.005691717378795147,0.007569650188088417,-0.0253166351467371,0.0694882720708847,0.5435789227485657,-0.03533284738659859,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10aw_10.2.png,-0.2644518315792084,-0.06977730244398117,-0.02896556630730629,-0.16021034121513367,-0.020437249913811684,-0.028387540951371193,-0.0696760043501854,-0.08520708978176117,0.27737337350845337,-0.02389192208647728,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10aw_10.4.png,-0.2694855034351349,-0.0716095119714737,-0.014306604862213135,-0.17307215929031372,-0.027064597234129906,-0.015418650582432747,-0.06632110476493835,-0.06683281064033508,0.2938043773174286,-0.019555766135454178,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10aw_10.6.png,-0.26399973034858704,-0.06464586406946182,0.003868378698825836,-0.20844699442386627,-0.034957025200128555,-0.02401602454483509,-0.05445031449198723,-0.032132696360349655,0.317594438791275,-0.016502827405929565,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10aw_10.8.png,-0.18209978938102722,-0.055721405893564224,0.039522238075733185,-0.23902805149555206,-0.026141880080103874,-0.016125282272696495,-0.033496879041194916,0.026687216013669968,0.40543675422668457,-0.021042298525571823,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10e_10.0.png,0.08477458357810974,0.13539013266563416,-0.01872710883617401,-0.01833135262131691,-0.013859989121556282,-0.015509035438299179,0.03542325645685196,0.01805989071726799,0.021159667521715164,-0.02874821051955223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10e_10.10.png,-0.10775628685951233,0.09474262595176697,-0.03982819616794586,-0.11105717718601227,0.0037965085357427597,-0.018894774839282036,0.04219880327582359,0.010619480162858963,0.07399550080299377,0.027721676975488663,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10e_10.2.png,0.03315123915672302,0.10230028629302979,-0.023578405380249023,-0.02658979967236519,-0.006642993539571762,-0.024321535602211952,0.027948036789894104,-0.005430355668067932,0.007867184467613697,-0.026149000972509384,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10e_10.4.png,-0.044857949018478394,0.08634351193904877,-0.03203326836228371,-0.05036933347582817,-0.0020608631893992424,-0.030969763174653053,0.022434838116168976,-0.022449921816587448,0.013256440870463848,-0.020347345620393753,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10e_10.6.png,-0.08711811900138855,0.0825933963060379,-0.03270499408245087,-0.061978865414857864,0.0006549572572112083,-0.025064842775464058,0.029812544584274292,-0.027290796861052513,0.02123083919286728,-0.00677949283272028,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10e_10.8.png,-0.09921666979789734,0.09225614368915558,-0.0387546606361866,-0.08113114535808563,0.0008274149149656296,-0.021641934290528297,0.041156429797410965,-0.011006928980350494,0.043748561292886734,0.010438039898872375,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10eb_10.0.png,0.08424755930900574,0.07568639516830444,-0.013934113085269928,0.00039905309677124023,0.01888650469481945,0.05947231501340866,-0.0046532042324543,-0.0013784132897853851,0.12250716984272003,-0.007213102653622627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10eb_10.10.png,-0.05351343750953674,0.039678916335105896,-0.047321394085884094,-0.14753004908561707,0.055611751973629,-0.03851807862520218,-0.0027722399681806564,0.03300168365240097,0.3109661340713501,0.03822394460439682,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10eb_10.2.png,0.03715744614601135,0.07102213054895401,-0.023485906422138214,-0.01785093918442726,0.024906881153583527,0.05370402708649635,-0.011119712144136429,-0.018951818346977234,0.1295415461063385,-0.0038329558447003365,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10eb_10.4.png,-0.09195634722709656,-0.008663623593747616,-0.07653079926967621,-0.04710698500275612,0.03244534507393837,-0.00022852793335914612,-0.029169432818889618,-0.02417406067252159,0.15944167971611023,0.006293109618127346,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
