ImagePath,PredPSPI,PredAU4,PredAU6,PredAU7,PredAU10,PredAU12,PredAU20,PredAU25,PredAU26,PredAU43,ActualPSPI,ActualAU4,ActualAU6,ActualAU7,ActualAU9,ActualAU10,ActualAU12,ActualAU20,ActualAU25,ActualAU26,ActualAU43
10a_10.0.png,-0.21440425515174866,0.34614455699920654,-0.4609948396682739,-1.6911289691925049,0.4173352122306824,0.706027090549469,-0.8608717322349548,-0.8869713544845581,2.655853271484375,-0.066911481320858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10a_10.10.png,0.07997018098831177,0.4485040307044983,0.5375527739524841,-2.4404897689819336,0.3170914649963379,1.3650178909301758,-0.6766567230224609,-0.23592209815979004,2.684054136276245,-0.028674263507127762,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10a_10.2.png,-0.38787642121315,0.2999597489833832,-0.3679545223712921,-1.9015295505523682,0.43501079082489014,0.6487781405448914,-0.8545471429824829,-0.8983299732208252,2.7341701984405518,-0.14063479006290436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10a_10.4.png,-0.44275400042533875,0.32463234663009644,-0.17363739013671875,-2.102874755859375,0.4370023012161255,0.687047004699707,-0.8439275622367859,-0.8447736501693726,2.7776618003845215,-0.16630001366138458,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10a_10.6.png,-0.5451091527938843,0.31308606266975403,-0.025406144559383392,-2.284189224243164,0.3808754086494446,0.7502424120903015,-0.8175358772277832,-0.7019838094711304,2.5752038955688477,-0.11997261643409729,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10a_10.8.png,-0.48718515038490295,0.30713990330696106,0.19300483167171478,-2.3470191955566406,0.3383067548274994,0.9046724438667297,-0.7672029137611389,-0.494299978017807,2.4693126678466797,-0.10891073942184448,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10aw_10.0.png,-0.28458473086357117,0.8211010098457336,-0.6962697505950928,-1.8088716268539429,0.01903919130563736,-0.06460373103618622,-1.1471036672592163,-1.449338674545288,3.0172033309936523,-0.5936554670333862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10aw_10.10.png,-0.6725325584411621,0.36027956008911133,0.172957643866539,-2.835853338241577,0.003328099846839905,0.9159868955612183,-0.9511968493461609,-1.0052038431167603,3.3649349212646484,-0.32540738582611084,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10aw_10.2.png,-0.6043221950531006,0.5770348310470581,-0.5889358520507812,-1.971533179283142,0.02872905693948269,-0.0021206308156251907,-1.1763949394226074,-1.5816729068756104,2.9230756759643555,-0.5502284169197083,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10aw_10.4.png,-0.8793545961380005,0.38126713037490845,-0.471355676651001,-2.1711719036102295,0.04600391536951065,0.11415320634841919,-1.1670154333114624,-1.649721384048462,2.9472618103027344,-0.5167814493179321,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
